,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
8679,Jw9mNU1ibHioRdyGFTafYg,"""Giovanni's Pizza & Restaurant""",The Hill District,"""1504 5th Ave""",Pittsburgh,PA,15219,40.43846,-79.984796,4.0,13,1,Nightlife;Bars;Food;Beer;Wine & Spirits;Restaurants;Pizza
8682,GUEWBcErEzW-YYREq4ct6w,"""Nippon Sushi""",Ville-Marie,"""1104 De Maisonneuve Boulevard W""",Montreal,QC,H3A 1M7,45.5007517,-73.5748517,4.0,23,1,Sushi Bars;Restaurants
8694,X9v01PhbWwjrDTTOkUiOLA,"""Raiders E-Sports Centre""",Yonge and St. Clair,"""49 Saint Clair Avenue W""",Toronto,ON,M4V 1L3,43.6873851,-79.3959042,3.5,9,1,Food;Bars;Sports Bars;Nightlife;Arts & Entertainment;Gastropubs;Restaurants;Internet Cafes;Arcades;American (Traditional)
8698,FnQ-_pGdw11za0LQ_aORxQ,"""0109 Dessert & Chocolate""",Milliken,"""2190 McNicoll Avenue, Unit 109""",Toronto,ON,M1V 0B3,43.8140208,-79.2944313,3.5,167,1,Chocolatiers & Shops;Desserts;Specialty Food;Food;Cafes;Restaurants
8710,YRyYbOSwvHkZsZOLv98oQg,"""Estiatorio Milos""",The Strip,"""3708 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1093921899,-115.173773006,4.0,932,1,Restaurants;Seafood;Greek
8720,yymNrvk1cioG5Bn5lWH2QQ,"""Wild Wing Cafe""",Uptown,"""210 E Trade St, Ste D262""",Charlotte,NC,28202,35.225324,-80.842187,2.5,129,1,American (Traditional);Chicken Wings;Restaurants;Burgers
8727,lQoe3wS9gET9t424VcIrIQ,"""La Rose des Sables""",Rosemont-La Petite-Patrie,"""1815 Rue Beaubien E""",Montréal,QC,H2G 1L7,45.543535,-73.596486,4.0,6,1,Restaurants;Mediterranean
8731,d9N9po3OjG4AjyxOylFnmQ,"""Del Taco""",Downtown,"""1802 E Charleston Blvd""",Las Vegas,NV,89104,36.1585666986,-115.124751781,3.0,11,1,Restaurants;Mexican
8744,vaImqMx2YCw7ZTMzl1hxSw,"""Panera Bread""",Erin Mills,"""2575 Eglinton Avenue W""",Mississauga,ON,L5M 5H7,43.5576613337,-79.7086388936,3.0,24,1,Restaurants;Soup;Coffee & Tea;Sandwiches;Salad;Food
8750,K9L3YnY1GllFbg7r5hbCQg,"""Starbucks""",Bayview Village,"""1019 Sheppard Avenue E""",Toronto,ON,M2K 1C2,43.7701273,-79.3720757,3.0,11,1,Coffee & Tea;Restaurants;Cafes;Food
8765,OYB1niC3P2qP8Jf0bigB7A,"""Chipotle Mexican Grill""",South End,"""2109 South Blvd""",Charlotte,NC,28203,35.2074291,-80.8602465,3.5,96,1,Fast Food;Restaurants;Mexican
8774,UhdlNJz_ZNb-m3kF-YLSgw,"""Jersey Mike's Subs""",University City,"""9211-12 North Tryon St, Ste 12""",Charlotte,NC,28262,35.312144,-80.745093,3.0,21,1,Delis;Sandwiches;Fast Food;Restaurants
8782,rt-aQTkNfILbxBuATdJ1dA,"""American Coney Island Chili Dogs""",Downtown,"""301 Fremont St""",Las Vegas,NV,89101,36.169971,-115.1427714,3.5,222,1,Fast Food;Hot Dogs;Restaurants
8810,UT6L3b7Zll_nvRidijiDSA,"""Five50 Pizza Bar""",The Strip,"""3730 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1065195454,-115.17695652,4.0,588,1,Restaurants;Pizza
8820,2mZGnGIMUNRQY3d0hjdAxg,"""Tacorrito""",Church-Wellesley Village,"""556 Church Street""",Toronto,ON,M4Y 2C9,43.6658994,-79.3810261,2.5,44,1,Tex-Mex;Restaurants
8842,24Dii6bFstEhJyb2i6u6xA,"""ACR Hot Roti & Doubles""",Scarborough,"""2680 Lawrence Avenue E""",Scarborough,ON,M1P 4Y4,43.7524465,-79.2622936,4.0,29,1,Caribbean;Restaurants
8879,7K_yGsP6CVy1-hUpQvnQRg,"""Fit For Life""",Ryerson,"""3 Dundas Street W""",Toronto,ON,M5B 1B5,43.6569881718,-79.380868,3.5,7,1,Fast Food;Breakfast & Brunch;Sandwiches;Canadian (New);Restaurants
8890,HoLRI8TigyvNfIHdQ4ChDA,"""Taco Bell""",Northwest,"""4441 North Rancho""",Las Vegas,NV,89130,36.24042,-115.233322,3.0,15,1,Mexican;Fast Food;Restaurants;Tex-Mex
8922,6r8YOdxoNYfkEfqxl-nO1A,"""Subway""",The Strip,"""3411 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1207056,-115.1717867,2.0,17,1,Restaurants;Fast Food;Sandwiches
8928,PrFfdw7WuGAnrkyAIzX65g,"""Subway""",Southwest,"""10550 S Highlands Pkwy, Ste 100""",Las Vegas,NV,89141,35.9974897,-115.2056326,3.0,38,1,Fast Food;Soup;Restaurants;Sandwiches
8955,v-z5Tw5ds2sEvtk3Kj5x4w,"""Yuppdduk""",Willowdale,"""24-30 Finch Avenue W""",Toronto,ON,M2N,43.7791477,-79.4184804,3.0,19,1,Imported Food;Korean;Specialty Food;Restaurants;Ethnic Food;Food
8960,MU1PQ5CWuV0OKKOeI7jx6Q,"""Popeyes Louisiana Kitchen""",Southeast,"""8132 Las Vegas Blvd S""",Las Vegas,NV,89123,36.0419038,-115.1703829,2.5,76,1,Chicken Wings;Restaurants;Fast Food;Southern
8968,GAHO3393t6r5xFhfLl9NEw,"""Asie Moderne""",Saint-Laurent,"""1676 Rue Poirier""",Saint-Laurent,QC,H4L 1J3,45.5193043,-73.6974083,4.0,14,1,Asian Fusion;Restaurants;Cambodian
8978,ZYL14FvffzTKU9BpXQt79Q,"""Hello Bistro""",Downtown,"""292 Forbes Ave""",Pittsburgh,PA,15222,40.440093,-80.0008532,3.0,90,1,Salad;Restaurants;Burgers;American (New)
8982,ydYaEuoB-6XX__XFrny0Uw,"""Cocoa Patisserie Boulangerie""",Etobicoke,"""58 Marine Parade Drive""",Etobicoke,ON,M8V 4G1,43.6273029,-79.4768643,2.5,22,1,Desserts;Bakeries;Persian/Iranian;Restaurants;Coffee & Tea;Food
8984,p7Y09Xv3wDUyROO00UhzNQ,"""Pizza Hut""",Southeast,"""2625 E. Tropicana Ave""",Las Vegas,NV,89121,36.0992748,-115.113954,1.5,37,1,Chicken Wings;Restaurants;Pizza
8987,bZU80cosBR5btXby1xCOyg,"""O Noir Restaurant""",Plateau-Mont-Royal,"""124 Rue Prince-Arthur E""",Montréal,QC,H2X 1B5,45.5151150881,-73.5713909601,4.5,50,1,Italian;Canadian (New);Food;Desserts;Restaurants
8999,bNqBMZ00lnhhfxzV8OhLfQ,"""Big Bone BBQ & Wicked Wings""",Unionville,"""180 Bullock Drive""",Markham,ON,L3P 7N3,43.8748269897,-79.2803461477,4.0,151,1,Barbeque;Chicken Wings;Restaurants
9023,9AnvV8V-UvA_rFhMCr_Dlw,"""Mint Indian Bistro""",Spring Valley,"""4246 S Durango Dr""",Las Vegas,NV,89147,36.1126971,-115.2781721,4.0,131,1,Halal;Vegan;Restaurants;Indian
9051,xc49mpXn31ziDTCnlvSt-Q,"""The Olive Restaurant""",Etobicoke,"""100 The East Mall, Unit 4""",Toronto,ON,M8Z 5X2,43.619861,-79.549734,4.0,31,1,Canadian (New);Breakfast & Brunch;Restaurants
9065,S-WbBty-kGOO3Fmwx3Jmlw,"""Pink Box Bakery Cafe""",Squirrel Hill,"""2104 Murray Ave""",Pittsburgh,PA,15217,40.4333842482,-79.9231549469,4.0,76,1,Bakeries;Coffee & Tea;Food;Desserts;Restaurants
9071,89VzbB2jkOle19uIghsBlQ,"""Southpour""",Newington,"""1-5 Newington Road""",Edinburgh,EDH,EH9 1QR,55.9390318469,-3.1791735788,3.5,9,1,Restaurants;British;Bars;Nightlife
9089,9virZ-ORrLHsv0p8EORxeg,"""Dairy Queen""",Southwest,"""10410 S Decatur Blvd""",Las Vegas,NV,89141,35.999895,-115.206593,2.5,25,1,Fast Food;Restaurants;Food;Desserts;Sandwiches;Ice Cream & Frozen Yogurt
9115,uAPGFNU16g4A2FjDLok4Iw,"""Day & Night Firewood Steakhouse""",Milliken,"""2 Fenton Rd""",Markham,ON,L3R 7B4,43.8281085,-79.2922042,3.0,49,1,Restaurants;Steakhouses
9118,gOOfBSBZlffCkQ7dr7cpdw,"""Chica""",The Strip,"""3355 South Las Vegas Blvd, Ste 106""",Las Vegas,NV,89109,36.1226902,-115.1701939,4.5,264,1,Restaurants;Wine Bars;Mexican;Bars;Nightlife;Latin American
9142,jRxLnJ9my31Re_O2MvQGhw,"""The Tasty Bowl Subs N Such""",Steele Creek,"""2900 Westinghouse Blvd, Ste 116""",Charlotte,NC,28273,35.1328321,-80.9529281,5.0,53,1,Restaurants;Fast Food;Caribbean;Mexican;Thai;Indian;Sandwiches;Italian
9164,NEZCr0zLIPNYWNF57KsJJQ,"""Ninja Teriyaki - Sushi 2 Go""",Eastside,"""3025 E Desert Inn Rd, Ste 15""",Las Vegas,NV,89121,36.128595,-115.109267,4.0,98,1,Food;Japanese Curry;Restaurants;Ramen;Fast Food;Noodles;Izakaya;Sushi Bars;Japanese;Specialty Food;Ethnic Food
9167,9KeJfn7-6DFfUFoZLu_DNQ,"""Escondite""",Ville-Marie,"""1206 avenue Union""",Montréal,QC,H3B 3A7,45.5030179,-73.5680357,4.0,135,1,Bars;Nightlife;Mexican;Restaurants
9212,0Eqjt54KPklmWTsly9ltyQ,"""South China""",Mount Pleasant and Davisville,"""513 Mount Pleasant Rd""",Toronto,ON,M4S 2M4,43.7018676,-79.3875346,2.0,12,1,Chinese;Restaurants
9215,Fkj8vJocYilePMZv2y54WA,"""Laurita's Taco Shop""",Southeast,"""8880 S Maryland Pkwy, Ste 103""",Las Vegas,NV,89123,36.0285275,-115.1353734,3.5,114,1,Mexican;Breakfast & Brunch;Restaurants
9233,BSGy3c4voXZ5ntOi2fJwjg,"""Panini Cafe""",The Lakes,"""2521 S Fort Apache Rd""",Las Vegas,NV,89117,36.1433621,-115.298112,4.0,62,1,Sandwiches;Restaurants;Kosher
9234,IvFdi-vp823dTAWwHMT6xQ,"""La Piazzetta Ristorante""",Buttonville,"""8900 Woodbine Avenue""",Markham,ON,L3R 5K6,43.8586822,-79.361226,2.5,14,1,Mediterranean;Restaurants;French;Italian
9239,4xtU8eji_G0Yepj3D-8I6Q,"""Tandoori Flame""",East Credit,"""5975 Mavis Road""",Mississauga,ON,L5R 3T7,43.6117589433,-79.694459103,3.0,149,1,Restaurants;Indian
9266,usGow17X8F4qER7kNPBXzg,"""Bâton Rouge Steakhouse & Bar""",Scarborough,"""520 Progress Avenue""",Toronto,ON,M1P 2K2,43.778928,-79.2573181,3.0,40,1,American (Traditional);Restaurants;American (New);Canadian (New);Gluten-Free;Steakhouses;Seafood
9272,wK1SMAzIpHh-KYbrs7m0nA,"""California Sandwiches""",Little Italy,"""244 Claremont Street""",Toronto,ON,M6J 2N2,43.6525425,-79.4124285,4.5,113,1,Sandwiches;Restaurants
9276,oupRStsBHVRsxhrEm8-DgA,"""Subway""",Downtown,"""1 S Main St""",Las Vegas,NV,89101,36.1721756,-115.1468294,3.0,8,1,Fast Food;Sandwiches;Restaurants
9287,B1kKm3sLtoRZGXeZTwKiAg,"""Bradshaw Social House""",Ballantyne,"""8440 Rea Rd""",Charlotte,NC,28277,35.0534296,-80.8129896,3.0,74,1,Food;American (Traditional);Restaurants;Nightlife;Beer;Wine & Spirits
9291,s5IlpMxrXEciJ-aVTjDryg,"""King's Garden Sushi and Wok""",Scarborough,"""3103 Kingston Rd""",Scarborough,ON,M1M 1P1,43.7271596,-79.2296309,4.0,11,1,Chinese;Restaurants;Japanese
9344,lAADTWyB91S2Ch0iWqbh1w,"""Long John Silver's""",Spring Valley,"""4855 South Fort Apache Rd""",Las Vegas,NV,89147,36.1010148,-115.2978094,2.0,21,1,Fast Food;Restaurants;Seafood
9345,fHNWz_t5jM5MP8o19flX8w,"""Port of Subs""",Spring Valley,"""10120 W Flamingo Rd, Ste 5""",Las Vegas,NV,89147,36.1166554,-115.3135184,3.5,14,1,Restaurants;Delis;Sandwiches
9366,DugcfgyM4DhDldK_jsF0Xw,"""El Pollo Loco""",Anthem,"""10585 S Eastern Ave""",Henderson,NV,89052,35.9992340348,-115.105436979,2.5,58,1,Chicken Wings;Restaurants;Mexican;Fast Food
9371,jhfyL3O-h2tcL8ZuyCU6WA,"""El Patio""",Entertainment District,"""145 Pearl Street""",Toronto,ON,M5H 0A6,43.6475571,-79.3882794,3.0,15,1,Restaurants;Mexican
9379,efsC5zbXQfosdOS615PYjQ,"""Pintxo""",Plateau-Mont-Royal,"""330 Avenue Mont-Royal E""",Montréal,QC,H2T 1P7,45.523224,-73.583323,4.5,15,1,Spanish;Basque;Restaurants
9415,l7RCvKqA61Jzm98gaqIhvw,"""Brass Taps Pizza Pub""",Dufferin Grove,"""934 College St""",Toronto,ON,M6H 1A4,43.6537865,-79.4261354,3.5,30,1,Restaurants;Nightlife;Pizza;Bars;Pubs
9416,Ih7a0qOMLFnYAec8qyq2Gg,"""Delights of China""",Swansea,"""2181 Bloor Street W""",Toronto,ON,M6S 1N2,43.6512632,-79.4746368,4.5,9,1,Chinese;Restaurants;Dim Sum
9436,nCjsK9-_xH0bxuEqdAc8TA,"""Budweiser Racing Track Bar & Grill""",Southeast,"""5757 Wayne Newton Blvd""",Las Vegas,NV,89119,36.0838389,-115.148385,2.5,11,1,American (Traditional);Restaurants
9454,aT_SsfZ6GQgJGyuIv1Hapw,"""Bouchon Bakery at the Venetian Casino""",The Strip,"""3355 Las Vegas Blvd S, Ste 10101, The Venetian Resort Hotel & Casino""",Las Vegas,NV,89109,36.121774,-115.169229,4.0,1032,1,Restaurants;Bakeries;Macarons;Specialty Food;French;Food;Desserts
9522,pi1UM_U1hq-DwDYqQRK1Wg,"""Hunan One""",Hough,"""7901 Euclid Ave""",Cleveland,OH,44103,41.5044618,-81.6330574,3.0,6,1,Chinese;Restaurants
9525,2KooqK40Nd80sgIPE2ScyA,"""Sambuca Grill""",Downtown Core,"""21 Baldwin Street""",Toronto,ON,M5T 1L1,43.6559901,-79.3929869,3.5,35,1,Italian;Restaurants
9526,RtUvSWO_UZ8V3Wpj0n077w,"""KINKA IZAKAYA ORIGINAL""",Downtown Core,"""398 Church St""",Toronto,ON,M5B 2A2,43.6605244,-79.3789268,4.0,1184,1,Tapas Bars;Japanese;Nightlife;Tapas/Small Plates;Restaurants;Pubs;Bars
9535,bsjBLLHR4TMVR5eAeLAI9w,"""China Town Kim Fung""",Ville-Marie,"""1111 Rue Saint-Urbain, Suite M05""",Montréal,QC,H2Z 1Y6,45.5077638,-73.5619422,3.5,171,1,Chinese;Dim Sum;Restaurants
9545,Db7rYJ8iDo-oE1Ich5Vxdw,"""Simit & Chai""",Niagara,"""787 King Street W""",Toronto,ON,M5V 1N4,43.6429732,-79.4066583,4.5,58,1,Bakeries;Coffee & Tea;Food;Sandwiches;Restaurants
9551,ukB1l0o0MfPtE5GoUzJnIg,"""The Garden Cafe""",Downtown,"""600 Penn Ave""",Pittsburgh,PA,15222,40.442649,-80.001427,5.0,6,1,American (Traditional);Restaurants
9610,H8qpFitIesth86zqR4cwYg,"""Jean Philippe Patisserie""",The Strip,"""3730 Las Vegas Blvd S""",Las Vegas,NV,89109,36.107727,-115.176986,4.0,1301,1,Specialty Food;Chocolatiers & Shops;Food;Desserts;Restaurants;Bakeries
9620,PvlNlR7DbdaMAsD1MrL65A,"""Soupesoup""",Plateau-Mont-Royal,"""844 Avenue du Mont-Royal E""",Montréal,QC,H2J 1X1,45.5260517,-73.580712,3.5,11,1,Restaurants;Salad;Soup;Cafes;Sandwiches
9638,oJYqV8s_Y5y_mNC-38KELA,"""MINE Sushi""",Buttonville,"""8865 Woodbine Avenue""",Markham,ON,L3R 0J7,43.857944,-79.360118,3.5,142,1,Japanese;Restaurants
9640,c5TOGBUCCUUNBPM7h_KbmQ,"""Fausto's Mexican Grill""",Southwest,"""7835 S Rainbow Blvd, Ste 20""",Las Vegas,NV,89139,36.0460189434,-115.244014487,4.0,140,1,Restaurants;Chicken Wings;Breakfast & Brunch;Mexican
9652,vl1aHp6pvnSmpoRQShWLjg,"""Lucille's Smokehouse Bar-B-Que""",South Summerlin,"""11011 W Charleston Blvd""",Las Vegas,NV,89135,36.1568053738,-115.334111417,3.5,526,1,Smokehouse;Nightlife;American (Traditional);Food;Restaurants;Bars;Southern;Barbeque
9662,5G0cEcOxAwoPOhGV_B5VlA,"""China Jade""",Eastland,"""5600 Albemarle Rd, Ste 800""",Charlotte,NC,28212,35.2029012,-80.7531859,2.5,11,1,Chinese;Restaurants
9678,C8_zdU7zGLUK3uC4e5AepQ,"""MeNami""",Willowdale,"""5469 Yonge Street""",Toronto,ON,M2N 5S1,43.7778404,-79.4147699,3.5,289,1,Nightlife;Udon;Japanese;Korean;Bars;Restaurants
9681,5fSz08wFcBhCeCXh7sxG5A,"""Runway Cafe""",Southeast,"""275 East Tropicana Ave""",Las Vegas,NV,89169,36.098988,-115.161644,4.5,8,1,Restaurants;American (New)
9691,cNCXUYQd3kFR_AyfjTejQQ,"""Lot 17""",Bloomfield,"""4617 Liberty Ave""",Pittsburgh,PA,15224,40.4625595,-79.9501667,4.0,98,1,Restaurants;American (Traditional);Nightlife;Bars;Sandwiches
9701,5NMO-p1cqwdJCJChTMHNbg,"""Restaurant l'Académie""",Anjou,"""7275 Boulebard des Galeries d'Anjou""",Montréal,QC,H1M 3A5,45.597319,-73.562389,2.0,6,1,Food;Canadian (New);Restaurants
9706,BjH8Xepc10i6OhCDQdX6og,"""Emeril's New Orleans Fish House""",The Strip,"""3799 Las Vegas Blvd S""",Las Vegas,NV,89109,36.102795,-115.168508,3.5,943,1,Seafood;American (New);Restaurants
9745,aInRkpnahlx45CuM_mbafA,"""Restaurant Shiki Sushi""",Plateau-Mont-Royal,"""5055 Rue Saint-Denis""",Montréal,QC,H2J 2L9,45.5268136,-73.5888375,3.5,11,1,Caterers;Event Planning & Services;Japanese;Restaurants;Sushi Bars
9770,Gf1W5_Gcu_yn4sF28JkVXA,"""Jimmy John's""",Tremont,"""3561 Steelyard Dr""",Cleveland,OH,44109,41.4575155,-81.6890957,3.0,13,1,Food Delivery Services;Sandwiches;Food;Restaurants;Delis
9782,IJZrpASpveRG_BZAnP_z3w,"""Satay On the Road""",Mount Pleasant and Davisville,"""1572 Bayview Ave""",Toronto,ON,M4G 3B7,43.7055448,-79.3752949,2.5,19,1,Thai;Restaurants
9796,rF5PLlOXehPg-Dy3FiJl8A,"""Domino's Pizza""",Elizabeth,"""1428 E 4th St""",Charlotte,NC,28204,35.2138014,-80.8291269,2.0,6,1,Restaurants;Chicken Wings;Pizza;Sandwiches
9815,ywfhUYgNQqVf06sYQiIKMQ,"""Chez Jacquie & France""",Verdun,"""4609 Bannantyne Rue""",Verdun,QC,H4G 1E4,45.4585209379,-73.5762640588,3.5,43,1,Restaurants;Breakfast & Brunch
9817,Lt1PsYjNMiZ5YMt3BXZ3Lg,"""Rôtisserie St-Hubert Express""",Plateau-Mont-Royal,"""3575 Avenue du Parc, Local 4124""",Montréal,QC,H2X 3P9,45.5103438,-73.5751145,3.0,12,1,Canadian (New);Chicken Wings;Restaurants;Chicken Shop
9841,sJpl9ufYT87UWhtW-5UkmQ,"""Fitzgerald's""",First Ward,"""201 E 5th St""",Charlotte,NC,28202,35.2268736,-80.8407635,3.0,139,1,Nightlife;Food;Irish;Sports Bars;Bars;Beer;Wine & Spirits;Pubs;Restaurants;Irish Pub
9843,gISrxk4A5dfrjDivkC-L-Q,"""Douce France""",Yonge and Eglinton,"""2471 Yonge Street, 3 Blocks N of Eglinton""",Toronto,ON,M4P 2H6,43.7115473,-79.3993523,4.0,53,1,Specialty Food;Cafes;Chocolatiers & Shops;French;Restaurants;Event Planning & Services;Food;Caterers;Coffee & Tea
9853,dNPJHZorXKvjEUnY0tCQ4Q,"""Pataterie chez Philippe""",Ville-Marie,"""1877 Rue Amherst""",Montréal,QC,H2L 3L6,45.51988,-73.562404,4.5,8,1,Fast Food;Restaurants
9869,qKUbPdzNQpdSP2mhk3tREg,"""Moo Frites""",Kensington Market,"""178 Baldwin Street""",Toronto,ON,M5T 1L8,43.6548210057,-79.4007505178,4.0,157,1,Specialty Food;Belgian;Food;Fast Food;Restaurants;Ethnic Food
9888,JedOmSVVXavR76qH5KNR1Q,"""McDonald's""",Sherwood Forest,"""720 Meridian Ctr""",Charlotte,NC,28212,35.1823738167,-80.7586365881,2.5,6,1,Restaurants;Fast Food;Burgers
9907,vdloJPM3bSpQTMlwdFek2A,"""Butcher and the Brewer""",Gateway District,"""2043 E 4th St""",Cleveland,OH,44115,41.4992176741,-81.6901288927,4.0,365,1,Breweries;Nightlife;Pubs;Food;Bars;American (New);Beer;Wine & Spirits;Restaurants
9923,ThZdaQiCbu8mL8rbLNyrgA,"""Saffron Indian Cuisine""",Steele Creek,"""2135-B Ayrsley Town Blvd""",Charlotte,NC,28273,35.1375558,-80.9335602,3.5,169,1,Pakistani;Restaurants;Indian
9924,dzbEfeMqIEx3pvpZRCsjwQ,"""SeaSalt & Ceviche Bar""",Ville-Marie,"""351 Place Royale""",Montréal,QC,H2Y 2V2,45.5034764,-73.5542085,3.0,27,1,Restaurants;Seafood;Breakfast & Brunch
9932,F9IJ3EddoyW89O0DFikPTQ,"""Sunseri Jimmy & Nino""",Strip District,"""1901 Penn Ave""",Pittsburgh,PA,15222,40.450964,-79.984628,4.0,40,1,Restaurants;Italian;Ethnic Food;Specialty Food;Food;Imported Food
9942,uz_pOxt-IForHNBcwUscJw,"""The Den LV""",Spring Valley,"""9837 W Tropicana Ave""",Las Vegas,NV,89147,36.099561,-115.30696,4.0,25,1,American (New);Sports Bars;Nightlife;Bars;Restaurants
9972,makqSKZaz1aUipoWBW0BsA,"""Westin Las Vegas Hotel & Spa""",Eastside,"""160 East Flamingo Rd""",Las Vegas,NV,89109,36.115198,-115.165729,3.0,591,1,Casinos;Hotels & Travel;Event Planning & Services;Hotels;Restaurants;Arts & Entertainment
9979,zO2558leuUH9jeEs_8hfOQ,"""Sushi Nomi""",Roncesvalles,"""67 Roncesvalles Avenue""",Toronto,ON,M6R 2K6,43.6412663,-79.4469665,4.5,48,1,Restaurants;Sushi Bars
9987,YPK024huhY2np5hJ_5qWCw,"""Cactus Jacks Saloon""",Southeast,"""10648 S Maryland Pkwy""",Las Vegas,NV,89183,35.996832,-115.137164,4.0,47,1,Chicken Wings;Restaurants;Bars;Pizza;Beer;Wine & Spirits;Sports Bars;American (Traditional);Food;Nightlife
9997,XOXNnNjfDyxywTbG3DvKAQ,"""Pho An Hoa""",Eastland,"""4832 Central Ave""",Charlotte,NC,28205,35.2115046,-80.7616848,4.0,53,1,Restaurants;Vietnamese
9999,zo9fKM_Sty6qGztXKoMPmQ,"""Dave's Cosmic Subs""",Ohio City,"""2547 Lorain Ave""",Cleveland,OH,44113,41.4838022142,-81.7038788888,3.0,16,1,Sandwiches;Restaurants
10013,y0qIyD4Y1TzFjVo0LgFTiQ,"""Pizzeria Gema Crèmerie""",Rosemont-La Petite-Patrie,"""6827 Rue Saint-Dominique""",Montréal,QC,H2S 3B1,45.5333502,-73.613169,4.0,55,1,Restaurants;Ice Cream & Frozen Yogurt;Pizza;Food
10017,LN0JGAl8Rr_r_5t_X8Kz6g,"""Fellini's Ristorante""",The Strip,"""2000 Las Vegas Blvd S""",Las Vegas,NV,89104,36.1481329465,-115.155773163,4.0,163,1,Steakhouses;Pizza;Restaurants;Italian
10029,7OKQ4ENVfPfxtDqFOG7x0g,"""A8 China""",Capitol,"""608 University Ave""",Madison,WI,53715,43.0734206,-89.3961597,2.5,34,1,Restaurants;Chinese
10033,SSiOTBIqZwy8b_hxv9cPvg,"""Mr. Pizza""",Harbourfront,"""16 Yonge Street""",Toronto,ON,M5E 2A1,43.643375,-79.3759552,2.5,10,1,Pizza;Restaurants
10045,4vTDFobDGaiI-diLF5TKkQ,"""D & Y Sushi""",The Junction,"""2861 Dundas Street W""",Toronto,ON,M6P 1Y9,43.665396,-79.4648316,3.5,23,1,Japanese;Restaurants
10047,YjPWt-V5oMkakdRWrALb8g,"""Honey Bun's Cafeteria""",Eastland,"""7323 E Independence Blvd""",Charlotte,NC,28227,35.1626388384,-80.7380765199,4.0,42,1,Imported Food;Chinese;Food;Specialty Food;Dim Sum;Ethnic Food;Restaurants
10061,v5MjMhbdEn2fSCtvmXdgZQ,"""Betty's Bomb Ass Burgers""",Forrest Hill,"""12910 Taft Ave""",Cleveland,OH,44108,41.547328,-81.593708,4.0,16,1,Vegan;Burgers;Food Trucks;Food;Restaurants
10070,L95ppCbcWAt4LUWrCiEvPg,"""The Capital Grille""",Downtown,"""301 5th Ave""",Pittsburgh,PA,15222,40.4407195879,-80.0000391542,4.0,227,1,Steakhouses;Restaurants;Wine Bars;Nightlife;American (Traditional);Seafood;Bars
10081,pFQaji0idkrzv5J-qTQ82Q,"""Golden Corral""",Sunrise,"""1455 S Lamb Blvd""",Las Vegas,NV,89104,36.155011,-115.082821,3.0,620,1,Buffets;American (Traditional);Restaurants
10103,VbbPizWGJRTNeE8ABC3whQ,"""Beroya Restaurant""",Laval,"""3455 Boulevard Saint-Martin O""",Laval,QC,H7T 1A2,45.555696,-73.752072,4.5,18,1,Syrian;Middle Eastern;Restaurants;Mediterranean
10109,t41_VSBs7akY2POWNtzqxw,"""Gyugyuya""",Downtown Core,"""177 Dundas Street W""",Toronto,ON,M5G 1C7,43.6550547,-79.3864526,3.5,144,1,Restaurants;Japanese
10129,KvfaPsLlpOZAF276Lpvm4w,"""Tealicious Tea House""",Milliken,"""3278 Midland Avenue, Unit D110""",Toronto,ON,M1V 4A1,43.8054959,-79.288485,3.0,39,1,Tea Rooms;Taiwanese;Food;Bubble Tea;Restaurants;Chinese
10133,N6grzFzxleR3F3MJuFB5LA,"""Restaurant La Belle Province""",Verdun,"""4579 Wellington Rue""",Verdun,QC,H4G 1W8,45.4585083,-73.5674216,3.0,6,1,Restaurants;Fast Food
10165,_gMR_YdsMwwKy63-UwjdnA,"""Ohana Hawaiian BBQ""",Southwest,"""7945 S Rainbow Blvd, Ste A""",Las Vegas,NV,89139,36.044477535,-115.244002752,4.0,40,1,Chinese;Restaurants;Hawaiian;Barbeque
10180,BQJokxJ4y4s57i7Mn65pvA,"""Hecho en Vegas""",The Strip,"""3799 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1022507,-115.1699679,3.5,230,1,Mexican;Restaurants
10189,o5y3cwNbTooMI1wJy_M1wQ,"""Restaurant Arabesque""",Ville-Marie,"""1241 Rue Guy""",Montréal,QC,H3H 2K5,45.4948202,-73.5770523,2.5,7,1,Arabian;Restaurants;French;Middle Eastern
10200,SXDI0pwyqRlF-SEBc2alnw,"""Aryana""",Dollard-des-Ormeaux,"""4886 Boulevard des Sources""",Dollard-des-Ormeaux,QC,H8Y 3P4,45.504339,-73.818491,4.5,21,1,Restaurants;Afghan
10204,dHUb949NckE2GqtlSVlWQg,"""Roaming Fork""",Elizabeth,"""""",Charlotte,NC,28204,35.2150714,-80.8294747,4.5,62,1,Street Vendors;Soul Food;Food;Restaurants;Personal Chefs;Event Planning & Services;Food Trucks
10220,wqHpFkcZmOD8A9eNVRFLNg,"""The Last Temptation""",Kensington Market,"""12 Kensington Ave""",Toronto,ON,M5T 2J7,43.6531768,-79.4003352,3.0,55,1,Bars;Restaurants;American (Traditional);Food;Nightlife
10226,aIq6kdsvBwMIObpPczHgFg,"""Bistro Silla""",Ville-Marie,"""55 Rue Notre-Dame Est""",Montréal,QC,H2Y 2W8,45.5052704857,-73.5564209148,3.0,10,1,Italian;Pizza;Restaurants
